NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9,59,6,1.77,1,,,2
9,59,6,1.83,1,,,2
9,59,6,2.08,1,,,2
9,59,6,1.83,1,,,2
9,59,6,1.76,1,,,2
9,59,6,1.84,1,,,2
9,59,6,1.8,1,,,2
9,59,6,1.76,1,,,2
6,59,6,1.76,1,,,1
6,59,6,1.75,1,,,1
9,59,6,1.83,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.82,1,,,2
9,59,6,1.83,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.8,1,,,2
9,59,6,1.78,1,,,2
9,59,6,1.73,1,,,2
6,59,6,1.78,1,,,1
6,59,6,1.77,1,,,1
9,59,6,1.78,1,,,2
6,59,6,1.88,1,,,1
9,59,6,1.81,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.83,1,,,2
9,59,6,1.99,1,,,2
9,59,6,2.1,1,,,2
9,59,6,1.74,1,,,2
9,59,6,1.78,1,,,2
6,59,6,1.79,1,,,1
